@relation '123d-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute commit_id numeric
@attribute commit_hour numeric
@attribute changed_LOC numeric
@attribute CountLineCodeDecl numeric
@attribute Delta_CountLineCodeExe numeric
@attribute Delta_CountStmt numeric
@attribute Delta_CountDeclClassVariable numeric
@attribute s16 numeric
@attribute s24 numeric
@attribute s56 numeric
@attribute s61 numeric
@attribute s62 numeric
@attribute s113 numeric
@attribute s137 numeric
@attribute s487 numeric
@attribute s578 numeric
@attribute s668 numeric
@attribute s726 numeric
@attribute s863 numeric
@attribute s913 numeric
@attribute s914 numeric
@attribute s952 numeric
@attribute s1023 numeric
@attribute s1054 numeric
@attribute s1125 numeric
@attribute s1131 numeric
@attribute s1145 numeric
@attribute s1165 numeric
@attribute s1473 numeric
@attribute s1484 numeric
@attribute s1884 numeric
@attribute s2221 numeric
@attribute s2276 numeric
@attribute s2337 numeric
@attribute s2420 numeric
@attribute s2426 numeric
@attribute s2555 numeric
@attribute s2606 numeric
@attribute s2789 numeric
@attribute s3917 numeric
@attribute s4015 numeric
@attribute s4256 numeric
@attribute s4329 numeric
@attribute s4634 numeric
@attribute s5843 numeric
@attribute bug_introducing {0,1}

@data
532,1,4,68,-76,-82,-8,11,0,0,0,0,0,111,0,0,0,21,8,0,1,12,12,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,4,103,0,0,0,11,0,0,0,0,0,113,0,0,0,11,6,0,1,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,4,116,0,0,0,11,0,0,0,0,0,130,0,0,0,4,14,0,1,12,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,120,219,22,24,2,13,0,0,0,0,0,169,0,0,0,7,77,0,11,9,91,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,4,42,0,0,0,11,0,0,0,0,0,1,0,0,0,1,3,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,16,43,0,0,0,11,0,0,0,0,0,11,0,0,0,3,7,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,17,27,0,0,0,11,0,0,0,0,0,13,0,0,0,0,1,0,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,4,6,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
532,1,8,9,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
532,1,4,5,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
532,1,2,5,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
532,1,4,14,0,0,0,11,0,0,0,0,0,11,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
532,1,3,9,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
532,1,4,12,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
533,1,19,20,-7,-12,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1,20,61,-1,-3,0,11,0,0,0,0,0,17,0,0,0,2,4,0,1,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,1,4,5,-1,-2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
535,1,8,8,-4,-6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
535,1,5,4,-1,-2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
535,1,2,4,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
535,1,5,13,-1,-2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
535,1,4,8,-1,-2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
535,1,5,11,-1,-2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
692,15,153,55,0,0,0,1,0,0,0,0,0,16,0,0,0,36,10,0,0,0,4,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,15,11,46,3,-3,0,11,0,0,0,0,0,9,1,0,0,11,9,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
692,15,16,107,-6,-14,0,12,0,0,0,0,0,17,2,0,0,5,8,0,1,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
538,15,2,61,0,0,0,1,0,0,0,0,0,113,0,0,0,2,4,0,1,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,14,3,60,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,15,14,88,0,1,0,2,0,0,0,0,0,1,0,0,0,9,3,0,1,10,18,0,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,15,15,131,1,2,0,1,1,0,0,0,0,6,0,0,0,8,10,0,1,10,10,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
693,15,15,128,1,2,0,2,0,0,0,0,0,11,0,0,0,6,7,0,1,13,7,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
694,15,3,60,1,1,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,20,10,59,0,0,0,1,0,0,0,0,1,0,291,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,20,3,12,0,0,0,0,0,0,0,0,1,0,11,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,7,2,59,1,1,0,1,0,0,0,0,1,0,271,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,9,5,219,0,0,0,3,0,0,0,0,0,66,0,0,0,5,60,0,11,7,59,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,9,2,59,0,0,0,1,0,0,0,0,0,0,271,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,15,10,59,0,0,0,1,0,0,0,0,1,0,291,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,15,3,12,0,0,0,0,0,0,0,0,1,0,11,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,15,2,59,1,1,0,1,0,0,0,0,1,0,271,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,15,5,206,-21,-24,-2,3,0,0,0,0,0,65,0,0,0,5,57,0,11,7,53,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,15,2,59,0,0,0,1,0,0,0,0,0,0,271,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,21,63,142,43,32,0,2,0,0,0,0,0,17,0,0,0,5,13,0,1,17,6,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1
700,21,1070,1980,400,478,12,0,0,0,0,0,0,488,0,0,0,50,154,0,44,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,1,0,12,0,1
700,21,52,147,34,27,0,1,0,0,0,0,0,28,0,0,0,9,10,0,1,19,9,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,12,0,3,0,4,1,0,0
548,11,3,219,1,1,0,3,0,0,0,0,0,66,0,0,0,5,60,0,11,7,59,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,12,3,206,1,1,0,3,0,0,0,0,0,65,0,0,0,5,57,0,11,7,53,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,14,25,107,0,0,0,1,0,0,1,0,0,13,1,0,0,23,16,0,1,0,3,0,1,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,14,13,83,0,0,0,1,0,0,1,0,0,22,0,0,0,21,16,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,14,14,122,0,0,0,2,0,0,1,0,0,17,12,0,0,9,9,0,1,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
703,14,25,107,12,9,1,1,0,0,1,0,0,13,1,0,0,23,16,0,1,0,3,0,1,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
703,14,13,83,-1,-2,0,1,0,0,1,0,0,22,0,0,0,21,16,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,14,14,108,2,2,0,2,0,0,1,0,0,17,12,0,0,9,8,0,1,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
705,20,28,221,6,9,0,3,0,0,1,0,0,15,0,0,0,42,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
705,20,7,48,3,3,0,1,0,0,1,0,0,11,1,0,0,11,11,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
705,20,8,110,3,5,0,2,0,0,1,0,0,19,5,0,0,8,10,0,1,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
550,15,5,83,2,2,0,1,0,0,0,0,0,23,0,0,0,20,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,12,2,51,0,0,0,1,0,0,0,0,0,9,1,0,0,11,9,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
557,12,2,51,-6,0,0,1,0,0,0,0,0,9,1,0,0,11,9,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
558,12,4,52,2,2,0,1,0,0,1,0,0,9,13,0,0,13,9,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
558,12,2,122,3,9,0,2,0,0,1,0,0,17,19,0,0,6,9,0,1,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
706,11,2,88,0,0,0,12,0,0,0,0,0,1,0,0,0,10,3,0,1,10,17,0,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,11,2,131,0,0,0,11,1,0,0,0,0,6,0,0,0,9,10,0,1,10,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
706,11,12,142,0,0,0,12,0,0,0,0,0,14,0,0,0,7,10,0,1,15,8,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
706,11,311,1980,1,0,0,1,0,0,0,0,0,437,0,0,0,44,144,0,36,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,0,0,6,0,0
706,11,8,147,0,0,0,11,0,0,0,0,0,24,0,0,0,8,10,0,1,17,8,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,11,0,3,0,4,1,0,0
553,14,10,116,0,0,0,1,0,0,0,0,0,32,0,0,0,4,14,0,1,12,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,14,4,116,0,0,0,4,0,0,0,0,0,17,1,0,0,8,9,0,1,5,2,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,14,4,116,30,16,0,4,0,0,0,0,0,17,1,0,0,8,9,0,1,5,2,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,14,10,116,0,-1,0,1,0,0,0,0,0,32,0,0,0,4,14,0,1,12,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,18,23,117,7,7,0,1,0,0,0,0,0,32,0,0,0,4,16,0,1,12,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
562,0,2,122,0,0,0,2,0,0,0,0,0,17,5,0,0,6,9,0,1,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
689,14,5,59,-18,-17,0,1,0,0,0,0,0,11,0,0,0,2,5,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
689,14,40,85,0,-1,0,2,0,0,0,2,0,1,0,0,0,7,3,0,1,10,20,0,3,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,14,20,33,0,0,0,0,0,0,0,0,0,9,0,0,0,4,2,0,0,5,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
689,14,105,115,81,85,9,3,0,0,0,0,0,30,0,0,4,77,23,0,2,24,15,0,0,6,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
689,14,8,26,0,0,0,1,0,0,0,0,0,11,0,0,0,0,2,0,1,8,4,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,14,5,58,-3,-3,0,1,0,0,0,0,0,10,0,0,0,2,5,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,9,4,227,8,12,0,3,0,0,0,0,0,15,0,0,0,42,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
563,10,4,218,0,0,0,3,0,0,0,0,0,15,0,0,0,42,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
711,10,173,84,-15,6,0,2,0,0,0,1,0,1,0,0,0,42,3,0,1,10,20,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711,10,53,112,-30,-27,0,1,1,0,0,0,0,6,0,0,0,9,10,0,1,10,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
711,10,62,125,-25,-17,0,2,0,0,0,0,0,14,0,0,0,13,10,0,1,15,10,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
711,10,9,26,-4,-2,0,1,0,0,0,0,0,5,0,0,0,0,2,0,1,10,4,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,17,82,26,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,17,12,87,3,0,0,2,0,0,0,0,0,1,0,0,0,23,3,0,1,8,15,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,17,13,33,-2,-2,0,0,0,0,0,0,0,9,0,0,0,4,2,0,0,5,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,17,60,114,-5,4,-2,4,0,0,0,0,0,29,0,0,4,53,22,0,2,18,20,0,0,8,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
713,18,78,125,-14,-7,0,12,0,0,0,0,0,15,0,0,0,4,10,0,1,16,4,0,4,0,2,0,0,0,0,0,3,0,0,0,0,6,0,0,6,0,0,1,0,0
714,18,35,119,-11,-9,0,2,0,0,0,0,0,13,0,0,0,4,10,0,1,15,4,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0
716,14,41,48,-7,-12,0,0,0,0,0,0,0,8,0,0,0,26,5,0,0,0,4,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,14,15,26,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,1,8,4,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,14,364,0,-178,-189,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,14,180,0,-71,-72,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,16,13,119,1,0,0,12,0,0,1,0,0,113,0,0,0,4,10,0,1,13,4,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0
720,16,1224,1756,-353,-422,-10,1,0,0,1,0,0,1445,0,0,0,52,146,0,38,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,36,2,0,12,0,1
720,16,3839,1710,113,0,0,1,0,0,1,0,0,1972,0,0,0,52,193,0,30,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1
720,16,64,133,-30,-24,0,11,0,0,1,0,0,126,0,0,0,8,10,0,1,17,8,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,11,0,3,0,4,1,0,0
718,17,6,48,0,0,0,0,0,0,0,0,0,6,0,0,0,18,5,0,0,0,2,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,17,21,5,0,0,0,1,0,0,0,0,0,2,0,0,0,11,0,0,1,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,17,199,72,37,47,2,3,0,0,0,0,0,0,0,0,0,28,6,0,2,20,16,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,17,280,0,-67,-91,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,17,121,127,0,-1,0,2,0,0,0,0,0,13,0,0,0,14,10,0,1,13,12,0,12,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,4,0,0,1,0,0
718,17,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,17,13,227,-1,-1,0,3,0,0,0,0,0,15,0,0,0,42,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
718,17,7,16,-6,-2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
718,17,342,0,-162,-175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,17,139,132,29,29,0,1,0,0,0,0,0,28,0,0,0,8,14,0,1,21,12,0,1,0,5,0,0,0,1,0,3,0,0,0,0,0,15,0,9,0,6,1,0,1
721,21,87,120,-11,-2,0,2,0,0,0,0,0,15,0,0,0,6,10,0,1,13,6,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0
719,11,26,113,10,2,0,5,0,0,0,0,0,28,0,0,4,51,16,0,2,24,19,0,0,6,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
722,12,242,0,-228,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,12,2969,1655,-148,-179,-4,0,0,0,0,0,0,633,0,0,0,80,208,0,74,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,3,0,18,0,1
723,12,5,124,-45,-45,0,1,0,0,0,0,0,21,0,0,0,7,10,0,1,15,7,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,10,0,3,0,4,1,0,0
724,13,250,117,-7,-2,0,1,0,0,0,0,0,27,0,0,0,11,14,0,1,23,15,0,1,0,5,0,0,0,1,0,3,0,0,0,0,0,12,0,9,0,6,1,0,1
729,13,2,122,0,0,0,2,0,0,0,0,0,12,0,0,0,6,10,0,1,13,6,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0
729,13,508,1768,173,208,5,0,0,0,0,0,0,392,0,0,0,37,132,0,30,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,1,0,6,0,1
730,15,24,128,17,9,0,2,0,0,0,0,0,16,0,0,0,6,10,0,1,15,6,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0
730,15,86,1781,43,46,1,0,0,0,0,0,0,383,0,0,0,38,123,0,30,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,0,0,6,0,1
730,15,10,121,6,5,0,1,0,0,0,0,0,16,0,0,0,7,10,0,1,11,6,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,9,0,3,0,4,1,0,0
731,21,3,48,0,0,0,0,0,0,0,0,0,6,0,0,0,18,5,0,0,0,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,21,8,73,0,1,0,2,0,0,0,0,0,0,0,0,0,22,3,0,1,12,11,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,21,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
731,21,69,18,0,0,0,4,0,0,0,2,0,12,0,0,2,8,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
731,21,38,140,25,19,0,2,0,0,0,0,0,20,0,0,0,16,10,0,1,14,6,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0
731,21,932,1999,330,398,11,0,0,0,0,0,0,481,0,0,0,68,156,0,46,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,2,0,6,0,1
731,21,93,156,55,60,2,1,0,0,0,0,0,18,0,0,0,21,26,0,1,15,10,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,13,0,3,0,4,1,4,1
732,11,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
732,11,26,7,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
732,11,30,16,0,-2,0,2,0,0,0,1,0,10,0,0,1,6,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
732,11,10,156,0,0,0,1,0,0,0,0,0,17,0,0,0,14,20,0,1,13,8,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,11,0,3,0,4,1,2,0
727,13,8,62,2,3,0,1,0,0,0,0,0,14,0,0,0,2,8,2,1,7,6,0,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,13,11,120,7,10,0,4,0,0,0,0,0,24,1,0,0,8,9,0,1,5,2,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,13,55,118,12,11,1,4,0,0,0,0,0,25,0,0,4,55,18,4,2,20,22,0,0,6,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
727,13,64,25,4,0,0,1,0,0,0,0,0,12,0,0,0,0,4,0,1,14,6,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,13,19,29,2,5,0,1,0,0,1,0,0,10,0,0,0,0,2,0,1,10,4,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,16,2,120,0,0,0,4,0,0,0,0,0,20,1,0,0,8,9,0,1,5,2,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,16,85,23,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,2,8,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,16,81,0,-12,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,16,11,8,-2,-5,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,16,11,16,0,0,0,2,0,0,1,1,0,8,0,0,0,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
736,16,2,156,0,0,0,1,0,0,1,0,0,17,0,0,0,14,18,0,1,13,8,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,11,0,3,0,4,1,0,0
739,20,12,75,0,2,0,2,0,0,0,0,0,2,0,1,0,21,3,0,1,12,11,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
739,20,46,144,3,5,0,2,0,0,0,0,0,21,0,1,0,15,10,4,1,14,6,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,1
